,winner,loser,weight_class,event
8,Drew Fickett,Kurt Pellegrino,Welterweight,UFC_61
0,Matt Hughes,Royce Gracie,Catchweight (175 lb),UFC_60
1,Dean Lister,Alessio Sakara,Light Heavyweight,UFC_60
2,Diego Sanchez,John Alessio,Welterweight,UFC_60
3,Brandon Vera,Assuerio Silva,Heavyweight,UFC_60
4,Mike Swick,Joe Riggs,Middleweight,UFC_60
5,Jeremy Horn,Chael Sonnen,Middleweight,UFC_60
6,Spencer Fisher,Matt Wiman,Lightweight,UFC_60
7,Gabriel Gonzaga,Fabiano Scherner,Heavyweight,UFC_60
8,Melvin Guillard,Rick Davis,Lightweight,UFC_60
0,Ken Shamrock,Dan Severn,,UFC_6
1,Oleg Taktarov,Tank Abbott,,UFC_6
2,Tank Abbott,Paul Varelans,,UFC_6
3,Oleg Taktarov,Anthony Macias,,UFC_6
4,Tank Abbott,John Matua,,UFC_6
5,Paul Varelans,Cal Worsham,,UFC_6
6,Patrick Smith,Rudyard Moncayo,,UFC_6
7,Oleg Taktarov,Dave Beneteau,,UFC_6
8,Joel Sutton,Jack McLaughlin,,UFC_6
9,Anthony Macias,He-Man Ali Gipson,,UFC_6
0,Tim Sylvia,Andrei Arlovski (c),Heavyweight,UFC_59
1,Sean Sherk,Nick Diaz,Welterweight,UFC_59
2,Tito Ortiz,Forrest Griffin,Light Heavyweight,UFC_59
3,Evan Tanner,Justin Levens,Middleweight,UFC_59
4,Jeff Monson,Marcio Cruz,Heavyweight,UFC_59
5,Karo Parisyan,Nick Thompson,Welterweight,UFC_59
6,David Terrell,Scott Smith,Middleweight,UFC_59
7,Jason Lambert,Terry Martin,Light Heavyweight,UFC_59
8,Thiago Alves,Derrick Noble,Welterweight,UFC_59
0,Rich Franklin (c),David Loiseau,Middleweight,UFC_58
1,Mike Swick,Steve Vigneault,Middleweight,UFC_58
2,Georges St-Pierre,B.J. Penn,Welterweight,UFC_58
3,Nate Marquardt,Joe Doerksen,Middleweight,UFC_58
4,Mark Hominick,Yves Edwards,Lightweight,UFC_58
5,Sam Stout,Spencer Fisher,Lightweight,UFC_58
6,Jason Lambert,Rob MacDonald,Light Heavyweight,UFC_58
7,Tom Murphy,Icho Larenas,Heavyweight,UFC_58
0,Chuck Liddell (c),Randy Couture,Light Heavyweight,UFC_57
1,Brandon Vera,Justin Eilers,Heavyweight,UFC_57
2,Marcio Cruz,Frank Mir,Heavyweight,UFC_57
3,Renato Sobral,Mike Van Arsdale,Light Heavyweight,UFC_57
4,Joe Riggs,Nick Diaz,Welterweight,UFC_57
5,Alessio Sakara,Elvis Sinosic,Light Heavyweight,UFC_57
6,Paul Buentello,Gilbert Aldana,Heavyweight,UFC_57
7,Jeff Monson,Branden Lee Hinkle,Heavyweight,UFC_57
8,Keith Jardine,Mike Whitehead,Light Heavyweight,UFC_57
0,Rich Franklin (c),Nate Quarry,Middleweight,UFC_56
1,Gabriel Gonzaga,Kevin Jordan,Heavyweight,UFC_56
2,Matt Hughes (c),Joe Riggs,Welterweight,UFC_56
3,Georges St-Pierre,Sean Sherk,Welterweight,UFC_56
4,Jeremy Horn,Trevor Prangley,Middleweight,UFC_56
5,Sam Hoger,Jeff Newton,Light Heavyweight,UFC_56
6,Thiago Alves,Ansar Chalangov,Welterweight,UFC_56
7,Nick Thompson,Keith Wisniewski,Welterweight,UFC_56
0,Andrei Arlovski (c),Paul Buentello,Heavyweight,UFC_55
1,Branden Lee Hinkle,Sean Gannon,Heavyweight,UFC_55
2,Forrest Griffin,Elvis Sinosic,Light Heavyweight,UFC_55
3,Renato Sobral,Chael Sonnen,Light Heavyweight,UFC_55
4,Joe Riggs,Chris Lytle,Welterweight,UFC_55
5,Jorge Rivera,Dennis Hallman,Middleweight,UFC_55
6,Marcio Cruz,Keigo Kunihara,Heavyweight,UFC_55
7,Alessio Sakara,Ron Faircloth,Light Heavyweight,UFC_55
0,Chuck Liddell (c),Jeremy Horn,Light Heavyweight,UFC_54
1,Tim Sylvia,Tra Telligman,Heavyweight,UFC_54
2,Randy Couture,Mike Van Arsdale,Light Heavyweight,UFC_54
3,Diego Sanchez,Brian Gassaway,Welterweight,UFC_54
4,Georges St-Pierre,Frank Trigg,Welterweight,UFC_54
5,Matt Lindland,Joe Doerksen,Middleweight,UFC_54
6,Trevor Prangley,Travis Lutter,Middleweight,UFC_54
7,James Irvin,Terry Martin,Light Heavyweight,UFC_54
0,Andrei Arlovski (ic),Justin Eilers,Heavyweight,UFC_53
1,Karo Parisyan,Matt Serra,Welterweight,UFC_53
2,Rich Franklin,Evan Tanner (c),Middleweight,UFC_53
3,Forrest Griffin,Bill Mahood,Light Heavyweight,UFC_53
4,Paul Buentello,Kevin Jordan,Heavyweight,UFC_53
5,Nate Quarry,Shonie Carter,Middleweight,UFC_53
6,David Loiseau,Charles McCarthy,Middleweight,UFC_53
7,Nick Diaz,Koji Oishi,Welterweight,UFC_53
0,Chuck Liddell,Randy Couture (c),Light Heavyweight,UFC_52
1,Renato Sobral,Travis Wiuff,Light Heavyweight,UFC_52
2,Matt Hughes (c),Frank Trigg,Welterweight,UFC_52
3,Matt Lindland,Travis Lutter,Middleweight,UFC_52
4,Georges St-Pierre,Jason Miller,Welterweight,UFC_52
5,Ivan Salaverry,Joe Riggs,Middleweight,UFC_52
6,Joe Doerksen,Patrick C\xc3\xb4t\xc3\xa9,Middleweight,UFC_52
7,Mike Van Arsdale,John Marsh,Light Heavyweight,UFC_52
0,Tito Ortiz,Vitor Belfort,Light Heavyweight,UFC_51
1,Pete Sell,Phil Baroni,Middleweight,UFC_51
2,Andrei Arlovski,Tim Sylvia,Heavyweight,UFC_51
3,Evan Tanner,David Terrell,Middleweight,UFC_51
4,Paul Buentello,Justin Eilers,Heavyweight,UFC_51
5,Mike Kyle,James Irvin,Heavyweight,UFC_51
6,David Loiseau,Gideon Ray,Middleweight,UFC_51
7,Karo Parisyan,Chris Lytle,Welterweight,UFC_51
8,Nick Diaz,Drew Fickett,Welterweight,UFC_51
0,Tito Ortiz,Patrick C\xc3\xb4t\xc3\xa9,Light Heavyweight,UFC_50
1,Rich Franklin,Jorge Rivera,Middleweight,UFC_50
2,Matt Hughes,Georges St-Pierre,Welterweight,UFC_50
3,Frank Trigg,Renato Verissimo,Welterweight,UFC_50
4,Evan Tanner,Robbie Lawler,Middleweight,UFC_50
5,Ivan Salaverry,Tony Fryklund,Middleweight,UFC_50
6,Travis Lutter,Marvin Eastman,Light Heavyweight,UFC_50
0,Ken Shamrock,Royce Gracie,,UFC_5
1,Dan Severn,Dave Beneteau,,UFC_5
2,Dave Beneteau,Todd Medina,,UFC_5
3,Dan Severn,Oleg Taktarov,,UFC_5
4,Jon Hess,Andy Anderson,,UFC_5
5,Todd Medina,Larry Cureton,,UFC_5
6,Oleg Taktarov,Ernie Verdicia,,UFC_5
7,Dan Severn,Joe Charles,,UFC_5
8,Dave Beneteau,Asbel Cancio,,UFC_5
9,Guy Mezger,John Dowdy,,UFC_5
0,Randy Couture,Vitor Belfort (c),Light Heavyweight,UFC_49
1,Joe Riggs,Joe Doerksen,Middleweight,UFC_49
2,Chuck Liddell,Vernon White,Light Heavyweight,UFC_49
3,David Terrell,Matt Lindland,Middleweight,UFC_49
4,Justin Eilers,Mike Kyle,Heavyweight,UFC_49
5,Chris Lytle,Ronald Jhun,Welterweight,UFC_49
6,Karo Parisyan,Nick Diaz,Welterweight,UFC_49
7,Yves Edwards,Josh Thomson,Lightweight,UFC_49
0,Ken Shamrock,Kimo Leopoldo,Heavyweight,UFC_48
1,Frank Trigg,Dennis Hallman,Welterweight,UFC_48
2,Frank Mir,Tim Sylvia,Heavyweight,UFC_48
3,Matt Hughes,Renato Verissimo,Welterweight,UFC_48
4,Evan Tanner,Phil Baroni,Middleweight,UFC_48
5,Matt Serra,Ivan Menjivar,Lightweight,UFC_48
6,Trevor Prangley,Curtis Stout,Middleweight,UFC_48
7,Georges St-Pierre,Jay Hieron,Welterweight,UFC_48
0,Chuck Liddell,Tito Ortiz,Light Heavyweight,UFC_47
1,Chris Lytle,Tiki Ghosn,Welterweight,UFC_47
2,Yves Edwards,Hermes Fran\xc3\xa7a,Lightweight,UFC_47
3,Andrei Arlovski,Wesley Correira,Heavyweight,UFC_47
4,Nick Diaz,Robbie Lawler,Welterweight,UFC_47
5,Mike Kyle,Wes Sims,Heavyweight,UFC_47
6,Jonathan Wiezorek,Wade Shipp,Heavyweight,UFC_47
7,Genki Sudo,Mike Brown,Lightweight,UFC_47
0,Vitor Belfort,Randy Couture (c),Light Heavyweight,UFC_46
1,B.J. Penn,Matt Hughes (c),Welterweight,UFC_46
2,Frank Mir,Wes Sims,Heavyweight,UFC_46
3,Renato Verissimo,Carlos Newton,Catchweight (175 lb),UFC_46
4,Lee Murray,Jorge Rivera,Middleweight,UFC_46
5,Georges St-Pierre,Karo Parisyan,Welterweight,UFC_46
6,Josh Thomson,Hermes Fran\xc3\xa7a,Lightweight,UFC_46
7,Matt Serra,Jeff Curran,Lightweight,UFC_46
0,Matt Hughes (c),Frank Trigg,Welterweight,UFC_45
1,Matt Lindland,Falaniko Vitale,Middleweight,UFC_45
2,Wesley Correira,Tank Abbott,Heavyweight,UFC_45
3,Evan Tanner,Phil Baroni,Middleweight,UFC_45
4,Robbie Lawler,Chris Lytle,Welterweight,UFC_45
5,Pedro Rizzo,Ricco Rodriguez,Heavyweight,UFC_45
6,Keith Rockel,Chris Liguori,Middleweight,UFC_45
7,Yves Edwards,Nick Agallar,Lightweight,UFC_45
0,Randy Couture (ic),Tito Ortiz (c),Light Heavyweight,UFC_44
1,Tim Sylvia (c),Gan McGee,Heavyweight,UFC_44
2,Andrei Arlovski,Vladimir Matyushenko,Heavyweight,UFC_44
3,Jorge Rivera,David Loiseau,Middleweight,UFC_44
4,Rich Franklin,Edwin Dewees,Light Heavyweight,UFC_44
5,Karo Parisyan,Dave Strasser,Welterweight,UFC_44
6,Josh Thomson,Gerald Strebendt,Lightweight,UFC_44
7,Nick Diaz,Jeremy Jackson,Welterweight,UFC_44
8,Hermes Fran\xc3\xa7a,Caol Uno,Lightweight,UFC_44
0,Randy Couture,Chuck Liddell,Light Heavyweight,UFC_43
1,Kimo Leopoldo,Tank Abbott,Heavyweight,UFC_43
2,Vitor Belfort,Marvin Eastman,Light Heavyweight,UFC_43
3,Vernon White,Ian Freeman,Heavyweight,UFC_43
4,Frank Mir,Wes Sims,Heavyweight,UFC_43
5,Pedro Rizzo,Tra Telligman,Heavyweight,UFC_43
6,Falaniko Vitale,Matt Lindland,Middleweight,UFC_43
7,Yves Edwards,Eddie Ruiz,Lightweight,UFC_43
0,Matt Hughes (c),Sean Sherk,Welterweight,UFC_42
1,Pete Spratt,Robbie Lawler,Welterweight,UFC_42
2,Dave Strasser,Romie Aram,Welterweight,UFC_42
3,Wesley Correira,Sean Alvarez,Heavyweight,UFC_42
4,Rich Franklin,Evan Tanner,Light Heavyweight,UFC_42
5,Duane Ludwig,Genki Sudo,Lightweight,UFC_42
6,Hermes Fran\xc3\xa7a,Rich Crunkilton,Lightweight,UFC_42
7,David Loiseau,Mark Weir,Middleweight,UFC_42
0,Tim Sylvia,Ricco Rodriguez (c),Heavyweight,UFC_41
1,Frank Mir,Tank Abbott,Heavyweight,UFC_41
2,B.J. Penn,Caol Uno,Lightweight,UFC_41
3,Matt Lindland,Phil Baroni,Middleweight,UFC_41
4,Vladimir Matyushenko,Pedro Rizzo,Heavyweight,UFC_41
5,Din Thomas,Matt Serra,Lightweight,UFC_41
6,Gan McGee,Alexandre Dantas,Heavyweight,UFC_41
7,Yves Edwards,Rich Clementi,Lightweight,UFC_41
0,Tito Ortiz (c),Ken Shamrock,Light Heavyweight,UFC_40
1,Chuck Liddell,Renato Sobral,Light Heavyweight,UFC_40
2,Matt Hughes (c),Gil Castillo,Welterweight,UFC_40
3,Carlos Newton,Pete Spratt,Welterweight,UFC_40
4,Robbie Lawler,Tiki Ghosn,Welterweight,UFC_40
5,Andrei Arlovski,Ian Freeman,Heavyweight,UFC_40
6,Vladimir Matyushenko,Travis Wiuff,Heavyweight,UFC_40
7,Phillip Miller,Mark Weir,Middleweight,UFC_40
0,Royce Gracie,Dan Severn,,UFC_4
1,Royce Gracie,Keith Hackney,,UFC_4
2,Dan Severn,Marcus Bossett,,UFC_4
3,Royce Gracie,Ron van Clief,,UFC_4
4,Keith Hackney,Joe Son,,UFC_4
5,Steve Jennum,Melton Bowen,,UFC_4
6,Dan Severn,Anthony Macias,,UFC_4
7,Joe Charles,Kevin Rosier,,UFC_4
8,Marcus Bossett,Eldo Dias Xavier,,UFC_4
9,Guy Mezger,Jason Fairn,,UFC_4
0,Ricco Rodriguez,Randy Couture,Heavyweight,UFC_39
1,Tim Sylvia,Wesley Correira,Heavyweight,UFC_39
2,B.J. Penn,Matt Serra,Lightweight,UFC_39
3,Caol Uno,Din Thomas,Lightweight,UFC_39
4,Gan McGee,Pedro Rizzo,Heavyweight,UFC_39
5,Phil Baroni,Dave Menne,Middleweight,UFC_39
6,Matt Lindland,Ivan Salaverry,Middleweight,UFC_39
7,Sean Sherk,Benji Radach,Welterweight,UFC_39
0,Matt Hughes (c),Carlos Newton,Welterweight,UFC_38
1,Ian Freeman,Frank Mir,Heavyweight,UFC_38
2,Mark Weir,Eugene Jackson,Middleweight,UFC_38
3,Genki Sudo,Leigh Remedios,Lightweight,UFC_38
4,Phillip Miller,James Zikic,Light Heavyweight,UFC_38
5,Renato Sobral,Elvis Sinosic,Light Heavyweight,UFC_38
6,Evan Tanner,Chris Haseman,Light Heavyweight,UFC_38
0,Chuck Liddell,Vitor Belfort,Light Heavyweight,UFC_375
1,Benji Radach,Nick Serra,Welterweight,UFC_375
2,Pete Spratt,Zach Light,Welterweight,UFC_375
3,Robbie Lawler,Steve Berger,Welterweight,UFC_375
4,Tony Fryklund,Rodrigo Ruas,Middleweight,UFC_375
5,Yves Edwards,Joao Marcos Pierini,Lightweight,UFC_375
0,Murilo Bustamante (c),Matt Lindland,Middleweight,UFC_37
1,Ricco Rodriguez,Tsuyoshi Kosaka,Heavyweight,UFC_37
2,B.J. Penn,Paul Creighton,Lightweight,UFC_37
3,Phil Baroni,Amar Suloev,Middleweight,UFC_37
4,Caol Uno,Yves Edwards,Lightweight,UFC_37
5,Ivan Salaverry,Andrei Semenov,Middleweight,UFC_37
6,Benji Radach,Steve Berger,Welterweight,UFC_37
7,Robbie Lawler,Aaron Riley,Welterweight,UFC_37
0,Josh Barnett,Randy Couture (c),Heavyweight,UFC_36
1,Pedro Rizzo,Andrei Arlovski,Heavyweight,UFC_36
2,Matt Hughes (c),Hayato Sakurai,Welterweight,UFC_36
3,Matt Lindland,Pat Miletich,Middleweight,UFC_36
4,Evan Tanner,Elvis Sinosic,Light Heavyweight,UFC_36
5,Frank Mir,Pete Williams,Heavyweight,UFC_36
6,Matt Serra,Kelly Dullanty,Lightweight,UFC_36
7,Sean Sherk,Jutaro Nakao,Welterweight,UFC_36
0,Jens Pulver (c),B.J. Penn,Lightweight,UFC_35
1,Ricco Rodriguez,Jeff Monson,Heavyweight,UFC_35
2,Murilo Bustamante,Dave Menne (c),Middleweight,UFC_35
3,Chuck Liddell,Amar Suloev,Light Heavyweight,UFC_35
4,Andrei Semenov,Ricardo Almeida,Middleweight,UFC_35
5,Kevin Randleman,Renato Sobral,Light Heavyweight,UFC_35
6,Gil Castillo,Chris Brennan,Welterweight,UFC_35
7,Eugene Jackson,Keith Rockel,Middleweight,UFC_35
0,Randy Couture (c),Pedro Rizzo,Heavyweight,UFC_34
1,Matt Hughes,Carlos Newton (c),Welterweight,UFC_34
2,Ricco Rodriguez,Pete Williams,Heavyweight,UFC_34
3,B.J. Penn,Caol Uno,Lightweight,UFC_34
4,Josh Barnett,Bobby Hoffman,Heavyweight,UFC_34
5,Evan Tanner,Homer Moore,Middleweight,UFC_34
6,Matt Lindland,Phil Baroni,Middleweight,UFC_34
7,Frank Mir,Roberto Traven,Heavyweight,UFC_34
0,Tito Ortiz (c),Vladimir Matyushenko,Light Heavyweight,UFC_33
1,Jens Pulver (c),Dennis Hallman,Lightweight,UFC_33
2,Dave Menne,Gil Castillo,Middleweight,UFC_33
3,Chuck Liddell,Murilo Bustamante,Light Heavyweight,UFC_33
4,Matt Serra,Yves Edwards,Welterweight,UFC_33
5,Jutaro Nakao,Tony DeSouza,Welterweight,UFC_33
6,Ricardo Almeida,Eugene Jackson,Middleweight,UFC_33
7,Din Thomas,Fabiano Iha,Lightweight,UFC_33
0,Tito Ortiz (c),Elvis Sinosic,Light Heavyweight,UFC_32
1,B.J. Penn,Din Thomas,Lightweight,UFC_32
2,Josh Barnett,Semmy Schilt,Heavyweight,UFC_32
3,Pat Miletich,Shonie Carter,Welterweight,UFC_32
4,Caol Uno,Fabiano Iha,Lightweight,UFC_32
5,Vladimir Matyushenko,Yuki Kondo,Light Heavyweight,UFC_32
6,Ricco Rodriguez,Andrei Arlovski,Heavyweight,UFC_32
7,Tony DeSouza,Paul Rodriguez,Lightweight,UFC_32
0,Randy Couture (c),Pedro Rizzo,Heavyweight,UFC_31
1,Carlos Newton,Pat Miletich (c),Welterweight,UFC_31
2,Chuck Liddell,Kevin Randleman,Light Heavyweight,UFC_31
3,Shonie Carter,Matt Serra,Welterweight,UFC_31
4,Semmy Schilt,Pete Williams,Heavyweight,UFC_31
5,Matt Lindland,Ricardo Almeida,Light Heavyweight,UFC_31
6,B.J. Penn,Joey Gilbert,Lightweight,UFC_31
7,Tony DeSouza,Steve Berger,Welterweight,UFC_31
0,Tito Ortiz (c),Evan Tanner,Middleweight,UFC_30
1,Jens Pulver,Caol Uno,Bantamweight,UFC_30
2,Fabiano Iha,Phil Johns,Lightweight,UFC_30
3,Elvis Sinosic,Jeremy Horn,Middleweight,UFC_30
4,Pedro Rizzo,Josh Barnett,Heavyweight,UFC_30
5,Bobby Hoffman,Mark Robinson,Heavyweight,UFC_30
6,Phil Baroni,Curtis Stout,Middleweight,UFC_30
7,Sean Sherk,Tiki Ghosn,Lightweight,UFC_30
0,Steve Jennum,Harold Howard,,UFC_3
1,Ken Shamrock,Felix Mitchell,,UFC_3
2,Keith Hackney,Emmanuel Yarborough,,UFC_3
3,Ken Shamrock,Christophe Leininger,,UFC_3
4,Harold Howard,Roland Payne,,UFC_3
5,Royce Gracie,Kimo Leopoldo,,UFC_3
0,Tito Ortiz (c),Yuki Kondo,Middleweight,UFC_29
1,Pat Miletich (c),Kenichi Yamamoto,Lightweight,UFC_29
2,Matt Lindland,Yoji Anjo,Middleweight,UFC_29
3,Fabiano Iha,Daiju Takase,Lightweight,UFC_29
4,Evan Tanner,Lance Gibson,Middleweight,UFC_29
5,Dennis Hallman,Matt Hughes,Lightweight,UFC_29
6,Chuck Liddell,Jeff Monson,Middleweight,UFC_29
0,Randy Couture,Kevin Randleman (c),Heavyweight,UFC_28
1,Renato Sobral,Maurice Smith,Heavyweight,UFC_28
2,Josh Barnett,Gan McGee,Super Heavyweight,UFC_28
3,Andrei Arlovski,Aaron Brink,Heavyweight,UFC_28
4,Jens Pulver,John Lewis,Lightweight,UFC_28
5,Mark Hughes,Alex Stiebling,Middleweight,UFC_28
6,Ben Earwood,Chris Lytle,Lightweight,UFC_28
0,Pedro Rizzo,Dan Severn,Heavyweight,UFC_27
1,Maurice Smith,Bobby Hoffman,Heavyweight,UFC_27
2,Jeremy Horn,Eugene Jackson,Middleweight,UFC_27
3,Fabiano Iha,LaVerne Clark,Lightweight,UFC_27
4,Yuki Kondo,Alexandre Dantas,Middleweight,UFC_27
5,Ian Freeman,Tedd Williams,Heavyweight,UFC_27
6,Jeff Monson,Tim Lajcik,Heavyweight,UFC_27
7,Brad Gumm,CJ Fernandes,Lightweight,UFC_27
0,Kevin Randleman (c),Pedro Rizzo,Heavyweight,UFC_26
1,Tyrone Roberts,David Dodd,Middleweight,UFC_26
2,Pat Miletich (c),John Alessio,Lightweight,UFC_26
3,Amaury Bitetti,Alex Andrade,Middleweight,UFC_26
4,Matt Hughes,Marcelo Aguiar,Lightweight,UFC_26
5,Jens Pulver,Joao Roque,Bantamweight,UFC_26
6,Ian Freeman,Nate Schroeder,Heavyweight,UFC_26
7,Shonie Carter,Adrian Serrano,Lightweight,UFC_26
0,Tito Ortiz,Wanderlei Silva,Middleweight,UFC_25
1,Murilo Bustamante,Yoji Anjo,Middleweight,UFC_25
2,Sanae Kikuta,Eugene Jackson,Middleweight,UFC_25
3,Ron Waterman,Satoshi Honma,Heavyweight,UFC_25
4,Ikuhisa Minowa,Joe Slick,Middleweight,UFC_25
5,LaVerne Clark,Koji Oishi,Lightweight,UFC_25
0,Israel Adesanya (c),Yoel Romero,Middleweight,UFC_248
1,Zhang Weili (c),Joanna J\xc4\x99drzejczyk,Women\'s Strawweight,UFC_248
2,Beneil Dariush,Drakkar Klose,Lightweight,UFC_248
3,Neil Magny,Li Jingliang,Welterweight,UFC_248
4,Alex Oliveira,Max Griffin,Welterweight,UFC_248
5,Sean O\'Malley,Jos\xc3\xa9 Alberto Qui\xc3\xb1\xc3\xb3nez,Bantamweight,UFC_248
6,Mark Madsen,Austin Hubbard,Lightweight,UFC_248
7,Rodolfo Vieira,Saparbek Safarov,Middleweight,UFC_248
8,Gerald Meerschaert,Deron Winn,Middleweight,UFC_248
9,Giga Chikadze,Jamall Emmers,Featherweight,UFC_248
10,Danaa Batgerel,Guido Cannetti,Bantamweight,UFC_248
0,Jon Jones (c),Dominick Reyes,Light Heavyweight,UFC_247
1,Valentina Shevchenko (c),Katlyn Chookagian,Women\xe2\x80\x99s Flyweight,UFC_247
2,Justin Tafa,Juan Adams,Heavyweight,UFC_247
3,Dan Ige,Mirsad Bekti\xc4\x87,Featherweight,UFC_247
4,Derrick Lewis,Ilir Latifi,Heavyweight,UFC_247
5,Trevin Giles,James Krause,Middleweight,UFC_247
6,Lauren Murphy,Andrea Lee,Women\'s Flyweight,UFC_247
7,Kalinn Williams,Alex Morono,Welterweight,UFC_247
8,Mario Bautista,Miles Johns,Bantamweight,UFC_247
9,Journey Newson,Domingo Pilarte,Bantamweight,UFC_247
10,Andre Ewell,Jonathan Martinez,Bantamweight,UFC_247
11,Youssef Zalal,Austin Lingo,Featherweight,UFC_247
0,Conor McGregor,Donald Cerrone,Welterweight,UFC_246
1,Holly Holm,Raquel Pennington,Women\'s Bantamweight,UFC_246
2,Aleksei Oleinik,Maurice Greene,Heavyweight,UFC_246
3,Brian Kelleher,Ode Osbourne,Bantamweight,UFC_246
4,Carlos Diego Ferreira,Anthony Pettis,Lightweight,UFC_246
5,Roxanne Modafferi,Maycee Barber,Women\'s Flyweight,UFC_246
6,Sodiq Yusuff,Andre Fili,Featherweight,UFC_246
7,Askar Askarov,Tim Elliott,Flyweight,UFC_246
8,Drew Dober,Nasrat Haqparast,Lightweight,UFC_246
9,Aleksa Camur,Justin Ledet,Light Heavyweight,UFC_246
10,Sabina Mazo,JJ Aldrich,Women\'s Flyweight,UFC_246
0,Kamaru Usman (c),Colby Covington,Welterweight,UFC_245
1,Alexander Volkanovski,Max Holloway (c),Featherweight,UFC_245
2,Amanda Nunes (c),Germaine de Randamie,Women\'s Bantamweight,UFC_245
3,Marlon Moraes,Jos\xc3\xa9 Aldo,Bantamweight,UFC_245
4,Petr Yan,Urijah Faber,Bantamweight,UFC_245
5,Geoff Neal,Mike Perry,Welterweight,UFC_245
6,Irene Aldana,Ketlen Vieira,Women\'s Bantamweight,UFC_245
7,Omari Akhmedov,Ian Heinisch,Middleweight,UFC_245
8,Matt Brown,Ben Saunders,Welterweight,UFC_245
9,Chase Hooper,Daniel Teymur,Featherweight,UFC_245
10,Brandon Moreno,Kai Kara-France,Flyweight,UFC_245
11,Jessica Eye,Viviane Ara\xc3\xbajo,Catchweight (131 lbs),UFC_245
12,Punahele Soriano,Oskar Piechota,Middleweight,UFC_245
0,Jorge Masvidal,Nate Diaz,Welterweight,UFC_244
1,Darren Till,Kelvin Gastelum,Middleweight,UFC_244
2,Stephen Thompson,Vicente Luque,Welterweight,UFC_244
3,Derrick Lewis,Blagoy Ivanov,Heavyweight,UFC_244
4,Kevin Lee,Gregor Gillespie,Lightweight,UFC_244
5,Corey Anderson,Johnny Walker,Light Heavyweight,UFC_244
6,Shane Burgos,Makwan Amirkhani,Featherweight,UFC_244
7,Edmen Shahbazyan,Brad Tavares,Middleweight,UFC_244
8,Jairzinho Rozenstruik,Andrei Arlovski,Heavyweight,UFC_244
9,Katlyn Chookagian,Jennifer Maia,Catchweight (127.2 lbs),UFC_244
10,Lyman Good,Chance Rencountre,Welterweight,UFC_244
11,Hakeem Dawodu,Julio Arce,Featherweight,UFC_244
0,Israel Adesanya (ic),Robert Whittaker (c),Middleweight,UFC_243
1,Dan Hooker,Al Iaquinta,Lightweight,UFC_243
2,Sergey Spivak,Tai Tuivasa,Heavyweight,UFC_243
3,Dhiego Lima,Luke Jumeau,Welterweight,UFC_243
4,Yorgan de Castro,Justin Tafa,Heavyweight,UFC_243
5,Jake Matthews,Rostem Akman,Welterweight,UFC_243
6,Callan Potter,Maki Pitolo,Welterweight,UFC_243
7,Brad Riddell,Jamie Mullarkey,Lightweight,UFC_243
8,Megan Anderson,Zarah Fairn dos Santos,Women\xe2\x80\x99s Featherweight,UFC_243
9,Ji Yeon Kim,Nadia Kassem,Catchweight (128 lbs),UFC_243
10,Khalid Taha,Bruno Gustavo da Silva,Catchweight (137 lbs),UFC_243
0,Khabib Nurmagomedov (c),Dustin Poirier (ic),Lightweight,UFC_242
1,Paul Felder,Edson Barboza,Lightweight,UFC_242
2,Islam Makhachev,Davi Ramos,Lightweight,UFC_242
3,Curtis Blaydes,Shamil Abdurakhimov,Heavyweight,UFC_242
4,Carlos Diego Ferreira,Mairbek Taisumov,Lightweight,UFC_242
5,Joanne Calderwood,Andrea Lee,Women\'s Flyweight,UFC_242
6,Zubaira Tukhugov,Lerone Murphy,Featherweight,UFC_242
7,Sarah Moras,Liana Jojua,Catchweight (138 lbs),UFC_242
8,Ottman Azaitar,Teemu Packal\xc3\xa9n,Lightweight,UFC_242
9,Belal Muhammad,Takashi Sato,Welterweight,UFC_242
10,Muslim Salikhov,Nordine Taleb,Welterweight,UFC_242
11,Omari Akhmedov,Zak Cummings,Middleweight,UFC_242
12,Don Madge,Fares Ziam,Lightweight,UFC_242
0,Stipe Miocic,Daniel Cormier (c),Heavyweight,UFC_241
1,Nate Diaz,Anthony Pettis,Welterweight,UFC_241
2,Paulo Costa,Yoel Romero,Middleweight,UFC_241
3,Sodiq Yusuff,Gabriel Ben\xc3\xadtez,Featherweight,UFC_241
4,Derek Brunson,Ian Heinisch,Middleweight,UFC_241
5,Khama Worthy,Devonte Smith,Lightweight,UFC_241
6,Cory Sandhagen,Raphael Assun\xc3\xa7\xc3\xa3o,Bantamweight,UFC_241
7,Drakkar Klose,Christos Giagos,Lightweight,UFC_241
8,Casey Kenney,Manny Bermudez,Catchweight (140 lbs),UFC_241
9,Hannah Cifers,Jodie Esquibel,Women\'s Strawweight,UFC_241
10,Kyung Ho Kang,Brandon Davis,Bantamweight,UFC_241
11,Sabina Mazo,Shana Dobson,Women\'s Flyweight,UFC_241
0,Max Holloway (c),Frankie Edgar,Featherweight,UFC_240
1,Cris Cyborg,Felicia Spencer,Women\'s Featherweight,UFC_240
2,Geoff Neal,Niko Price,Welterweight,UFC_240
3,Arman Tsarukyan,Olivier Aubin-Mercier,Lightweight,UFC_240
4,Krzysztof Jotko,Marc-Andr\xc3\xa9 Barriault,Middleweight,UFC_240
5,Viviane Ara\xc3\xbajo,Alexis Davis,Women\'s Flyweight,UFC_240
6,Hakeem Dawodu,Yoshinori Horie,Featherweight,UFC_240
