,winner,loser,weight_class,event
0,Rich Franklin,Wanderlei Silva,Catchweight (195 lbs),UFC_99
1,Cain Velasquez,Cheick Kongo,Heavyweight,UFC_99
2,Mirko Cro Cop,Mostapha al-Turk,Heavyweight,UFC_99
3,Mike Swick,Ben Saunders,Welterweight,UFC_99
4,Spencer Fisher,Caol Uno,Lightweight,UFC_99
5,Dan Hardy,Marcus Davis,Welterweight,UFC_99
6,Terry Etim,Justin Buchholz,Lightweight,UFC_99
7,Dennis Siver,Dale Hartt,Lightweight,UFC_99
8,Paul Taylor,Peter Sobotta,Welterweight,UFC_99
9,Paul Kelly,Rolando Delgado,Lightweight,UFC_99
10,Stefan Struve,Denis Stojni\xc4\x87,Heavyweight,UFC_99
11,John Hathaway,Rick Story,Welterweight,UFC_99
