,winner,loser,event
0,Rich Franklin (c),David Loiseau,UFC_58
1,Mike Swick,Steve Vigneault,UFC_58
2,Georges St-Pierre,B.J. Penn,UFC_58
3,Nate Marquardt,Joe Doerksen,UFC_58
4,Mark Hominick,Yves Edwards,UFC_58
5,Sam Stout,Spencer Fisher,UFC_58
6,Jason Lambert,Rob MacDonald,UFC_58
7,Tom Murphy,Icho Larenas,UFC_58
