,winner,loser,weight_class,event
0,Nate Diaz,Conor McGregor,Welterweight,UFC_196
1,Miesha Tate,Holly Holm (c),Women\'s Bantamweight,UFC_196
2,Ilir Latifi,Gian Villante,Light Heavyweight,UFC_196
3,Corey Anderson,Tom Lawlor,Light Heavyweight,UFC_196
4,Amanda Nunes,Valentina Shevchenko,Women\'s Bantamweight,UFC_196
5,Siyar Bahadurzada,Brandon Thatch,Welterweight,UFC_196
6,Nordine Taleb,Erick Silva,Welterweight,UFC_196
7,Vitor Miranda,Marcelo Guimar\xc3\xa3es,Middleweight,UFC_196
8,Darren Elkins,Chas Skelly,Featherweight,UFC_196
9,Diego Sanchez,Jim Miller,Lightweight,UFC_196
10,Jason Saggo,Justin Salas,Lightweight,UFC_196
11,Teruto Ishihara,Julian Erosa,Featherweight,UFC_196
