,winner,loser,weight_class,event
0,Anderson Silva,Stephan Bonnar,Light Heavyweight,UFC_153
1,Ant\xc3\xb4nio Rodrigo Nogueira,Dave Herman,Heavyweight,UFC_153
2,Glover Teixeira,Fabio Maldonado,Light Heavyweight,UFC_153
3,Jon Fitch,Erick Silva,Welterweight,UFC_153
4,Phil Davis,Wagner Prado,Light Heavyweight,UFC_153
5,Demian Maia,Rick Story,Welterweight,UFC_153
6,Rony Jason,Sam Sicilia,Featherweight,UFC_153
7,Gleison Tibau,Francisco Trinaldo,Lightweight,UFC_153
8,Diego Brandao,Joey Gambino,Featherweight,UFC_153
9,S\xc3\xa9rgio Moraes,Ren\xc3\xa9e Forte,Welterweight,UFC_153
10,Chris Camozzi,Luiz Can\xc3\xa9,Middleweight,UFC_153
11,Cristiano Marcello,Reza Madadi,Lightweight,UFC_153
