,winner,loser,weight_class,event
0,Germaine de Randamie,Holly Holm,Women\'s Featherweight,UFC_208
1,Anderson Silva,Derek Brunson,Middleweight,UFC_208
2,Ronaldo Souza,Tim Boetsch,Middleweight,UFC_208
3,Glover Teixeira,Jared Cannonier,Light Heavyweight,UFC_208
4,Dustin Poirier,Jim Miller,Lightweight,UFC_208
5,Belal Muhammad,Randy Brown,Welterweight,UFC_208
6,Wilson Reis,Ulka Sasaki,Flyweight,UFC_208
7,Islam Makhachev,Nik Lentz,Lightweight,UFC_208
8,Rick Glenn,Phillipe Nover,Featherweight,UFC_208
9,Ryan LaFlare,Roan Carneiro,Welterweight,UFC_208
