,winner,loser,weight_class,event
0,Cain Velasquez,Brock Lesnar (c),Heavyweight,UFC_121
1,Jake Shields,Martin Kampmann,Welterweight,UFC_121
2,Diego Sanchez,Paulo Thiago,Welterweight,UFC_121
3,Matt Hamill,Tito Ortiz,Light Heavyweight,UFC_121
4,Brendan Schaub,Gabriel Gonzaga,Heavyweight,UFC_121
5,Court McGee,Ryan Jensen,Middleweight,UFC_121
6,Tom Lawlor,Patrick C\xc3\xb4t\xc3\xa9,Middleweight,UFC_121
7,Daniel Roberts,Mike Guymon,Welterweight,UFC_121
8,Sam Stout,Paul Taylor,Lightweight,UFC_121
9,Chris Camozzi,Dongi Yang,Middleweight,UFC_121
10,Jon Madsen,Gilbert Yvel,Heavyweight,UFC_121
