,winner,loser,weight_class,event
0,B.J. Penn (c),Kenny Florian,Lightweight,UFC_101
1,Anderson Silva,Forrest Griffin,Light Heavyweight,UFC_101
2,Aaron Riley,Shane Nelson,Lightweight,UFC_101
3,Johny Hendricks,Amir Sadollah,Welterweight,UFC_101
4,Ricardo Almeida,Kendall Grove,Middleweight,UFC_101
5,Kurt Pellegrino,Josh Neer,Lightweight,UFC_101
6,John Howard,Tamdan McCrory,Welterweight,UFC_101
7,Alessio Sakara,Thales Leites,Middleweight,UFC_101
8,Matthew Riddle,Dan Cramer,Welterweight,UFC_101
9,George Sotiropoulos,George Roop,Lightweight,UFC_101
10,Jesse Lennox,Danillo Villefort,Welterweight,UFC_101
