,winner,loser,weight_class,event
0,Ronda Rousey (c),Liz Carmouche,Women\'s Bantamweight,UFC_157
1,Lyoto Machida,Dan Henderson,Light Heavyweight,UFC_157
2,Urijah Faber,Ivan Menjivar,Bantamweight,UFC_157
3,Court McGee,Josh Neer,Welterweight,UFC_157
4,Robbie Lawler,Josh Koscheck,Welterweight,UFC_157
5,Brendan Schaub,Lavar Johnson,Heavyweight,UFC_157
6,Michael Chiesa,Anton Kuivanen,Lightweight,UFC_157
7,Dennis Bermudez,Matt Grice,Featherweight,UFC_157
8,Sam Stout,Caros Fodor,Lightweight,UFC_157
9,Kenny Robertson,Brock Jardine,Welterweight,UFC_157
10,Neil Magny,Jon Manley,Welterweight,UFC_157
11,Nah-Shon Burrell,Yuri Villefort,Catchweight (175.8 lbs),UFC_157
