,winner,loser,weight_class,event
0,B.J. Penn,Jon Fitch,Welterweight,UFC_127
1,Michael Bisping,Jorge Rivera,Middleweight,UFC_127
2,Dennis Siver,George Sotiropoulos,Lightweight,UFC_127
3,Brian Ebersole,Chris Lytle,Welterweight,UFC_127
4,Kyle Noke,Chris Camozzi,Middleweight,UFC_127
5,Ross Pearson,Spencer Fisher,Lightweight,UFC_127
6,Alexander Gustafsson,James Te Huna,Light Heavyweight,UFC_127
7,Nick Ring,Riki Fukuda,Middleweight,UFC_127
8,Anthony Perosh,Tom Blackledge,Light Heavyweight,UFC_127
9,Zhang Tiequan,Jason Reinhardt,Featherweight,UFC_127
10,Mark Hunt,Chris Tuchscherer,Heavyweight,UFC_127
11,Curt Warburton,Maciej Jewtuszko,Lightweight,UFC_127
