,winner,loser,weight_class,event
0,Kamaru Usman (c),Colby Covington,Welterweight,UFC_245
1,Alexander Volkanovski,Max Holloway (c),Featherweight,UFC_245
2,Amanda Nunes (c),Germaine de Randamie,Women\'s Bantamweight,UFC_245
3,Marlon Moraes,Jos\xc3\xa9 Aldo,Bantamweight,UFC_245
4,Petr Yan,Urijah Faber,Bantamweight,UFC_245
5,Geoff Neal,Mike Perry,Welterweight,UFC_245
6,Irene Aldana,Ketlen Vieira,Women\'s Bantamweight,UFC_245
7,Omari Akhmedov,Ian Heinisch,Middleweight,UFC_245
8,Matt Brown,Ben Saunders,Welterweight,UFC_245
9,Chase Hooper,Daniel Teymur,Featherweight,UFC_245
10,Brandon Moreno,Kai Kara-France,Flyweight,UFC_245
11,Jessica Eye,Viviane Ara\xc3\xbajo,Catchweight (131 lbs),UFC_245
12,Punahele Soriano,Oskar Piechota,Middleweight,UFC_245
