,winner,loser,weight_class,event
0,Michael Bisping,Yoshihiro Akiyama,Middleweight,UFC_120
1,Carlos Condit,Dan Hardy,Welterweight,UFC_120
2,Mike Pyle,John Hathaway,Welterweight,UFC_120
3,Cheick Kongo,Travis Browne,Heavyweight,UFC_120
4,Claude Patrick,James Wilks,Welterweight,UFC_120
5,Alexander Gustafsson,Cyrille Diabat\xc3\xa9,Light Heavyweight,UFC_120
6,Rob Broughton,Vinicius Queiroz,Heavyweight,UFC_120
7,Paul Sass,Mark Holst,Lightweight,UFC_120
8,Spencer Fisher,Curt Warburton,Lightweight,UFC_120
9,Fabio Maldonado,James McSweeney,Light Heavyweight,UFC_120
