,winner,loser,weight_class,event
0,Chris Weidman (c),Anderson Silva,Middleweight,UFC_168
1,Ronda Rousey (c),Miesha Tate,Women\'s Bantamweight,UFC_168
2,Travis Browne,Josh Barnett,Heavyweight,UFC_168
3,Jim Miller,Fabr\xc3\xadcio Cam\xc3\xb5es,Lightweight,UFC_168
4,Dustin Poirier,Diego Brandao,Catchweight (151.5 lbs),UFC_168
5,Uriah Hall,Chris Leben,Middleweight,UFC_168
6,Michael Johnson,Gleison Tibau,Lightweight,UFC_168
7,Dennis Siver,Manvel Gamburyan,Featherweight,UFC_168
8,John Howard,Siyar Bahadurzada,Welterweight,UFC_168
9,William Mac\xc3\xa1rio,Bobby Voelker,Welterweight,UFC_168
10,Robbie Peralta,Estevan Payan,Featherweight,UFC_168
