,winner,loser,weight_class,event
0,Anderson Silva (c),Chael Sonnen,Middleweight,UFC_148
1,Forrest Griffin,Tito Ortiz,Light Heavyweight,UFC_148
2,Cung Le,Patrick C\xc3\xb4t\xc3\xa9,Middleweight,UFC_148
3,Demian Maia,Dong Hyun Kim,Welterweight,UFC_148
4,Chad Mendes,Cody McKenzie,Featherweight,UFC_148
5,Mike Easton,Ivan Menjivar,Bantamweight,UFC_148
6,Melvin Guillard,Fabr\xc3\xadcio Cam\xc3\xb5es,Lightweight,UFC_148
7,Khabib Nurmagomedov,Gleison Tibau,Lightweight,UFC_148
8,Costas Philippou,Riki Fukuda,Middleweight,UFC_148
9,Shane Roller,John Alessio,Lightweight,UFC_148
10,Rafaello Oliveira,Yoislandy Izquierdo,Lightweight,UFC_148
