,winner,loser,event
0,Vitor Belfort,Rich Franklin,UFC_103
1,Junior dos Santos,Mirko Cro Cop,UFC_103
2,Paul Daley,Martin Kampmann,UFC_103
3,Josh Koscheck,Frank Trigg,UFC_103
4,Tyson Griffin,Hermes Fran\xc3\xa7a,UFC_103
5,Efrain Escudero,Cole Miller,UFC_103
6,Tomasz Drwal,Drew McFedries,UFC_103
7,Jim Miller,Steve Lopez,UFC_103
8,Nik Lentz,Rafaello Oliveira,UFC_103
9,Rick Story,Brian Foster,UFC_103
10,Eliot Marshall,Jason Brilz,UFC_103
11,Vladimir Matyushenko,Igor Pokrajac,UFC_103
12,Rafael dos Anjos,Rob Emerson,UFC_103
