,winner,loser,weight_class,event
0,Carlos Condit,Nick Diaz,Welterweight,UFC_143
1,Fabr\xc3\xadcio Werdum,Roy Nelson,Heavyweight,UFC_143
2,Josh Koscheck,Mike Pierce,Welterweight,UFC_143
3,Renan Bar\xc3\xa3o,Scott Jorgensen,Bantamweight,UFC_143
4,Ed Herman,Clifford Starks,Middleweight,UFC_143
5,Dustin Poirier,Max Holloway,Featherweight,UFC_143
6,Edwin Figueroa,Alex Caceres,Bantamweight,UFC_143
7,Matt Brown,Chris Cope,Welterweight,UFC_143
8,Matt Riddle,Henry Martinez,Welterweight,UFC_143
9,Rafael Natal,Michael Kuiper,Middleweight,UFC_143
10,Stephen Thompson,Dan Stittgen,Welterweight,UFC_143
