,winner,loser,weight_class,event
0,Frankie Edgar (c),Gray Maynard,Lightweight,UFC_125
1,Brian Stann,Chris Leben,Middleweight,UFC_125
2,Thiago Silva,Brandon Vera,Light Heavyweight,UFC_125
3,Dong Hyun Kim,Nate Diaz,Welterweight,UFC_125
4,Clay Guida,Takanori Gomi,Lightweight,UFC_125
5,Jeremy Stephens,Marcus Davis,Lightweight,UFC_125
6,Dustin Poirier,Josh Grispi,Featherweight,UFC_125
7,Brad Tavares,Phil Baroni,Middleweight,UFC_125
8,Diego Nunes,Mike Brown,Featherweight,UFC_125
9,Daniel Roberts,Greg Soto,Welterweight,UFC_125
10,Jacob Volkmann,Antonio McKee,Lightweight,UFC_125
