,winner,loser,weight_class,event
0,Ant\xc3\xb4nio Rodrigo Nogueira,Randy Couture,Heavyweight,UFC_102
1,Thiago Silva,Keith Jardine,Light Heavyweight,UFC_102
2,Jake Rosholt,Chris Leben,Middleweight,UFC_102
3,Nate Marquardt,Demian Maia,Middleweight,UFC_102
4,Brandon Vera,Krzysztof Soszynski,Light Heavyweight,UFC_102
5,Aaron Simpson,Ed Herman,Middleweight,UFC_102
6,Gabriel Gonzaga,Chris Tuchscherer,Heavyweight,UFC_102
7,Mike Russow,Justin McCully,Heavyweight,UFC_102
8,Todd Duffee,Tim Hague,Heavyweight,UFC_102
9,Mark Mu\xc3\xb1oz,Nick Catone,Middleweight,UFC_102
10,Evan Dunham,Marcus Aurelio,Lightweight,UFC_102
