,winner,loser,weight_class,event
0,Quinton Jackson,Keith Jardine,Light Heavyweight,UFC_96
1,Shane Carwin,Gabriel Gonzaga,Heavyweight,UFC_96
2,Matt Brown,Pete Sell,Welterweight,UFC_96
3,Matt Hamill,Mark Munoz,Light Heavyweight,UFC_96
4,Gray Maynard,Jim Miller,Lightweight,UFC_96
5,Tamdan McCrory,Ryan Madigan,Welterweight,UFC_96
6,Kendall Grove,Jason Day,Middleweight,UFC_96
7,Jason Brilz,Tim Boetsch,Light Heavyweight,UFC_96
8,Brandon Vera,Michael Patt,Light Heavyweight,UFC_96
9,Shane Nelson,Aaron Riley,Lightweight,UFC_96
