,winner,loser,weight_class,event
0,Brock Lesnar (c),Shane Carwin (ic),Heavyweight,UFC_116
1,Chris Leben,Yoshihiro Akiyama,Middleweight,UFC_116
2,Chris Lytle,Matt Brown,Welterweight,UFC_116
3,Stephan Bonnar,Krzysztof Soszynski,Light Heavyweight,UFC_116
4,George Sotiropoulos,Kurt Pellegrino,Lightweight,UFC_116
5,Brendan Schaub,Chris Tuchscherer,Heavyweight,UFC_116
6,Ricardo Romero,Seth Petruzelli,Light Heavyweight,UFC_116
7,Kendall Grove,Goran Reljic,Middleweight,UFC_116
8,Gerald Harris,David Branch,Middleweight,UFC_116
9,Daniel Roberts,Forrest Petz,Welterweight,UFC_116
10,Jon Madsen,Karlos Vemola,Heavyweight,UFC_116
