,winner,loser,weight_class,event
0,Junior dos Santos,Shane Carwin,Heavyweight,UFC_131
1,Kenny Florian,Diego Nunes,Featherweight,UFC_131
2,Mark Mu\xc3\xb1oz,Demian Maia,Middleweight,UFC_131
3,Dave Herman,John-Olav Einemo,Heavyweight,UFC_131
4,Donald Cerrone,Vagner Rocha,Lightweight,UFC_131
5,Sam Stout,Yves Edwards,Lightweight,UFC_131
6,Chris Weidman,Jesse Bongfeldt,Middleweight,UFC_131
7,Krzysztof Soszynski,Mike Massenzio,Light Heavyweight,UFC_131
8,Nick Ring,James Head,Middleweight,UFC_131
9,Dustin Poirier,Jason Young,Featherweight,UFC_131
10,Joey Beltran,Aaron Rosa,Heavyweight,UFC_131
11,Darren Elkins,Michihiro Omigawa,Featherweight,UFC_131
