,winner,loser,weight_class,event
0,Frankie Edgar (c),Gray Maynard,Lightweight,UFC_136
1,Jos\xc3\xa9 Aldo (c),Kenny Florian,Featherweight,UFC_136
2,Chael Sonnen,Brian Stann,Middleweight,UFC_136
3,Nam Phan,Leonard Garcia,Featherweight,UFC_136
4,Joe Lauzon,Melvin Guillard,Lightweight,UFC_136
5,Demian Maia,Jorge Santiago,Middleweight,UFC_136
6,Anthony Pettis,Jeremy Stephens,Lightweight,UFC_136
7,Stipe Miocic,Joey Beltran,Heavyweight,UFC_136
8,Darren Elkins,Tiequan Zhang,Featherweight,UFC_136
9,Aaron Simpson,Eric Schafer,Middleweight,UFC_136
10,Mike Massenzio,Steve Cantwell,Middleweight,UFC_136
