,winner,loser,weight_class,event
0,Lyoto Machida (c),Maur\xc3\xadcio Rua,Light Heavyweight,UFC_104
1,Cain Velasquez,Ben Rothwell,Heavyweight,UFC_104
2,Gleison Tibau,Josh Neer,Catchweight (157 lb),UFC_104
3,Joe Stevenson,Spencer Fisher,Lightweight,UFC_104
4,Anthony Johnson,Yoshiyuki Yoshida,Catchweight (176 lb),UFC_104
5,Ryan Bader,Eric Schafer,Light Heavyweight,UFC_104
6,Pat Barry,Antoni Hardonk,Heavyweight,UFC_104
7,Chael Sonnen,Yushin Okami,Middleweight,UFC_104
8,Jorge Rivera,Rob Kimmons,Middleweight,UFC_104
9,Kyle Kingsbury,Razak Al-Hassan,Light Heavyweight,UFC_104
10,Stefan Struve,Chase Gormley,Heavyweight,UFC_104
