,winner,loser,weight_class,event
0,Lyoto Machida,Rashad Evans (c),Light Heavyweight,UFC_98
1,Matt Hughes,Matt Serra,Welterweight,UFC_98
2,Drew McFedries,Xavier Foupa-Pokam,Middleweight,UFC_98
3,Chael Sonnen,Dan Miller,Middleweight,UFC_98
4,Frankie Edgar,Sean Sherk,Lightweight,UFC_98
5,Brock Larson,Mike Pyle,Welterweight,UFC_98
6,Tim Hague,Pat Barry,Heavyweight,UFC_98
7,Kyle Bradley,Phillipe Nover,Lightweight,UFC_98
8,Krzysztof Soszynski,Andre Gusmao,Light Heavyweight,UFC_98
9,Yoshiyuki Yoshida,Brandon Wolff,Welterweight,UFC_98
10,George Roop,Dave Kaplan,Lightweight,UFC_98
