,winner,loser,weight_class,event
0,Ronda Rousey (c),Sara McMann,Women\'s Bantamweight,UFC_170
1,Daniel Cormier,Patrick Cummins,Light Heavyweight,UFC_170
2,Rory MacDonald,Demian Maia,Welterweight,UFC_170
3,Mike Pyle,TJ Waldburger,Welterweight,UFC_170
4,Stephen Thompson,Robert Whittaker,Welterweight,UFC_170
5,Alexis Davis,Jessica Eye,Women\'s Bantamweight,UFC_170
6,Raphael Assun\xc3\xa7\xc3\xa3o,Pedro Munhoz,Bantamweight,UFC_170
7,Aljamain Sterling,Cody Gibson,Bantamweight,UFC_170
8,Zach Makovsky,Josh Sampo,Flyweight,UFC_170
9,Erik Koch,Rafaello Oliveira,Lightweight,UFC_170
10,Ernest Chavez,Yosdenis Cedeno,Lightweight,UFC_170
