,winner,loser,weight_class,event
0,Tyron Woodley,Robbie Lawler (c),Welterweight,UFC_201
1,Karolina Kowalkiewicz,Rose Namajunas,Women\'s Strawweight,UFC_201
2,Jake Ellenberger,Matt Brown,Welterweight,UFC_201
3,\xc3\x89rik P\xc3\xa9rez,Francisco Rivera,Bantamweight,UFC_201
4,Ryan Benoit,Fredy Serrano,Flyweight,UFC_201
5,Nikita Krylov,Ed Herman,Light Heavyweight,UFC_201
6,Jorge Masvidal,Ross Pearson,Welterweight,UFC_201
7,Anthony Hamilton,Damian Grabowski,Heavyweight,UFC_201
8,Wilson Reis,Hector Sandoval,Flyweight,UFC_201
9,Michael Graves,Bojan Veli\xc4\x8dkovi\xc4\x87,Welterweight,UFC_201
10,Damien Brown,Cesar Arzamendia,Lightweight,UFC_201
