,winner,loser,weight_class,event
0,Jos\xc3\xa9 Aldo (c),Frankie Edgar,Featherweight,UFC_156
1,Ant\xc3\xb4nio Rog\xc3\xa9rio Nogueira,Rashad Evans,Light Heavyweight,UFC_156
2,Ant\xc3\xb4nio Silva,Alistair Overeem,Heavyweight,UFC_156
3,Demian Maia,Jon Fitch,Welterweight,UFC_156
4,Joseph Benavidez,Ian McCall,Flyweight,UFC_156
5,Evan Dunham,Gleison Tibau,Lightweight,UFC_156
6,Tyron Woodley,Jay Hieron,Welterweight,UFC_156
7,Bobby Green,Jacob Volkmann,Lightweight,UFC_156
8,Isaac Vallie-Flagg,Yves Edwards,Lightweight,UFC_156
9,Dustin Kimura,Chico Camus,Catchweight (139.5\xc2\xa0lbs),UFC_156
10,Francisco Rivera,Edwin Figueroa,Bantamweight,UFC_156
