,winner,loser,weight_class,event
0,Jorge Masvidal,Nate Diaz,Welterweight,UFC_244
1,Darren Till,Kelvin Gastelum,Middleweight,UFC_244
2,Stephen Thompson,Vicente Luque,Welterweight,UFC_244
3,Derrick Lewis,Blagoy Ivanov,Heavyweight,UFC_244
4,Kevin Lee,Gregor Gillespie,Lightweight,UFC_244
5,Corey Anderson,Johnny Walker,Light Heavyweight,UFC_244
6,Shane Burgos,Makwan Amirkhani,Featherweight,UFC_244
7,Edmen Shahbazyan,Brad Tavares,Middleweight,UFC_244
8,Jairzinho Rozenstruik,Andrei Arlovski,Heavyweight,UFC_244
9,Katlyn Chookagian,Jennifer Maia,Catchweight (127.2 lbs),UFC_244
10,Lyman Good,Chance Rencountre,Welterweight,UFC_244
11,Hakeem Dawodu,Julio Arce,Featherweight,UFC_244
