,winner,loser,event
0,Mike Swick,Josh Burkman,UFC_Fight_Night_Swick_vs_Burkman
1,Patrick C\xc3\xb4t\xc3\xa9,Drew McFedries,UFC_Fight_Night_Swick_vs_Burkman
2,Thiago Tavares,Michihiro Omigawa,UFC_Fight_Night_Swick_vs_Burkman
3,Nate Diaz,Alvin Robinson,UFC_Fight_Night_Swick_vs_Burkman
4,Kurt Pellegrino,Alberto Crane,UFC_Fight_Night_Swick_vs_Burkman
5,Gray Maynard,Dennis Siver,UFC_Fight_Night_Swick_vs_Burkman
6,Jeremy Stephens,Cole Miller,UFC_Fight_Night_Swick_vs_Burkman
7,Corey Hill,Joe Veres,UFC_Fight_Night_Swick_vs_Burkman
8,Matt Wiman,Justin Buchholz,UFC_Fight_Night_Swick_vs_Burkman
