,winner,loser,weight_class,event
0,Fabr\xc3\xadcio Werdum,Mark Hunt,Heavyweight,UFC_180
1,Kelvin Gastelum,Jake Ellenberger,Welterweight,UFC_180
2,Ricardo Lamas,Dennis Bermudez,Featherweight,UFC_180
3,Augusto Monta\xc3\xb1o,Chris Heatherly,Welterweight,UFC_180
4,H\xc3\xa9ctor Urbina,Edgar Garc\xc3\xada,Welterweight,UFC_180
5,Yair Rodr\xc3\xadguez,Leonardo Morales,Featherweight,UFC_180
6,Alejandro P\xc3\xa9rez,Jos\xc3\xa9 Alberto Qui\xc3\xb1\xc3\xb3nez,Bantamweight,UFC_180
7,Jessica Eye,Leslie Smith,Women\'s Bantamweight,UFC_180
8,Gabriel Ben\xc3\xadtez,Humberto Brown,Featherweight,UFC_180
9,Henry Briones,Guido Cannetti,Bantamweight,UFC_180
10,Marco Beltr\xc3\xa1n,Marlon Vera,Bantamweight,UFC_180
