,winner,loser,weight_class,event
0,Dan Henderson,Rich Franklin,Light Heavyweight,UFC_93
1,Maur\xc3\xadcio Rua,Mark Coleman,Light Heavyweight,UFC_93
2,Rousimar Palhares,Jeremy Horn,Middleweight,UFC_93
3,Alan Belcher,Denis Kang,Middleweight,UFC_93
4,Marcus Davis,Chris Lytle,Welterweight,UFC_93
5,John Hathaway,Tom Egan,Welterweight,UFC_93
6,Martin Kampmann,Alexandre Barros,Welterweight,UFC_93
7,Eric Schafer,Antonio Mendes,Light Heavyweight,UFC_93
8,Tomasz Drwal,Ivan Serati,Light Heavyweight,UFC_93
9,Dennis Siver,Nate Mohr,Lightweight,UFC_93
