,winner,loser,weight_class,event
0,Anderson Silva (UFC Champion),Dan Henderson (Pride Champion),Middleweight,UFC_82
1,Heath Herring,Cheick Kongo,Heavyweight,UFC_82
2,Chris Leben,Alessio Sakara,Middleweight,UFC_82
3,Yushin Okami,Evan Tanner,Middleweight,UFC_82
4,Jon Fitch,Chris Wilson,Welterweight,UFC_82
5,Andrei Arlovski,Jake O\'Brien,Heavyweight,UFC_82
6,Josh Koscheck,Dustin Hazelett,Welterweight,UFC_82
7,Diego Sanchez,David Bielkheden,Welterweight,UFC_82
8,Luigi Fioravanti,Luke Cummo,Welterweight,UFC_82
9,Jorge Gurgel,John Halverson,Lightweight,UFC_82
