,winner,loser,weight_class,event
0,Rafael dos Anjos,Anthony Pettis (c),Lightweight,UFC_185
1,Joanna J\xc4\x99drzejczyk,Carla Esparza (c),Women\'s Strawweight,UFC_185
2,Johny Hendricks,Matt Brown,Welterweight,UFC_185
3,Alistair Overeem,Roy Nelson,Heavyweight,UFC_185
4,Henry Cejudo,Chris Cariaso,Flyweight,UFC_185
5,Ross Pearson,Sam Stout,Lightweight,UFC_185
6,Elias Theodorou,Roger Narvaez,Middleweight,UFC_185
7,Beneil Dariush,Daron Cruickshank,Catchweight (157 lbs),UFC_185
8,Jared Rosholt,Josh Copeland,Heavyweight,UFC_185
9,Ryan Benoit,Sergio Pettis,Flyweight,UFC_185
10,Joseph Duffy,Jake Lindsey,Lightweight,UFC_185
11,Germaine de Randamie,Larissa Pacheco,Women\'s Bantamweight,UFC_185
