,winner,loser,weight_class,event
0,Spencer Fisher,Sam Stout,Lightweight,UFC_Fight_Night_Stout_vs_Fisher
1,Thiago Tavares,Jason Black,Lightweight,UFC_Fight_Night_Stout_vs_Fisher
2,Jon Fitch,Roan Carneiro,Welterweight,UFC_Fight_Night_Stout_vs_Fisher
3,Drew McFedries,Jordan Radev,Middleweight,UFC_Fight_Night_Stout_vs_Fisher
4,Forrest Petz,Luigi Fioravanti,Welterweight,UFC_Fight_Night_Stout_vs_Fisher
5,Tamdan McCrory,Pete Spratt,Welterweight,UFC_Fight_Night_Stout_vs_Fisher
6,Gleison Tibau,Jeff Cox,Lightweight,UFC_Fight_Night_Stout_vs_Fisher
7,Anthony Johnson,Chad Reiner,Welterweight,UFC_Fight_Night_Stout_vs_Fisher
8,Nate Mohr,Luke Caudillo,Lightweight,UFC_Fight_Night_Stout_vs_Fisher
