,winner,loser,weight_class,event
0,Royce Gracie,Patrick Smith,N/A,UFC_2
1,Patrick Smith,Johnny Rhodes,N/A,UFC_2
2,Royce Gracie,Remco Pardoel,N/A,UFC_2
3,Patrick Smith,Scott Morris,N/A,UFC_2
4,Johnny Rhodes,Fred Ettish,N/A,UFC_2
5,Remco Pardoel,Orlando Wiet,N/A,UFC_2
6,Royce Gracie,Jason DeLucia,N/A,UFC_2
7,Scott Morris,Sean Daugherty,N/A,UFC_2
8,Patrick Smith,Ray Wizard,N/A,UFC_2
9,Johnny Rhodes,David Levicki,N/A,UFC_2
10,Frank Hamaker,Thaddeus Luster,N/A,UFC_2
11,Orlando Wiet,Robert Lucarelli,N/A,UFC_2
12,Remco Pardoel,Alberto Cerro Leon,N/A,UFC_2
13,Jason DeLucia,Scott Baker,N/A,UFC_2
14,Royce Gracie,Minoki Ichihara,N/A,UFC_2
