,winner,loser,weight_class,event
0,B.J. Penn (c),Sean Sherk,Lightweight,UFC_84
1,Wanderlei Silva,Keith Jardine,Light Heavyweight,UFC_84
2,Goran Reljic,Wilson Gouveia,Light Heavyweight,UFC_84
3,Lyoto Machida,Tito Ortiz,Light Heavyweight,UFC_84
4,Thiago Silva,Antonio Mendes,Light Heavyweight,UFC_84
5,Rousimar Palhares,Ivan Salaverry,Middleweight,UFC_84
6,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Light Heavyweight,UFC_84
7,Rich Clementi,Terry Etim,Lightweight,UFC_84
8,Yoshiyuki Yoshida,Jon Koppenhaver,Welterweight,UFC_84
9,Dong Hyun Kim,Jason Tan,Welterweight,UFC_84
10,Shane Carwin,Christian Wellisch,Heavyweight,UFC_84
