,winner,loser,weight_class,event
0,Cris Cyborg (c),Holly Holm,Women\'s Featherweight,UFC_219
1,Khabib Nurmagomedov,Edson Barboza,Lightweight,UFC_219
2,Dan Hooker,Marc Diakiese,Lightweight,UFC_219
3,Carla Esparza,Cynthia Calvillo,Women\'s Strawweight,UFC_219
4,Neil Magny,Carlos Condit,Welterweight,UFC_219
5,Micha\xc5\x82 Oleksiejczuk,Khalil Rountree,Light Heavyweight,UFC_219
6,Myles Jury,Rick Glenn,Featherweight,UFC_219
7,Marvin Vettori,Omari Akhmedov,Middleweight,UFC_219
8,Matheus Nicolau,Louis Smolka,Flyweight,UFC_219
9,Tim Elliott,Mark De La Rosa,Bantamweight,UFC_219
