,winner,loser,weight_class,event
0,Rashad Evans,Dan Henderson,Light Heavyweight,UFC_161
1,Stipe Miocic,Roy Nelson,Heavyweight,UFC_161
2,Ryan Jimmo,Igor Pokrajac,Light Heavyweight,UFC_161
3,Alexis Davis,Rosi Sexton,Women\'s Bantamweight,UFC_161
4,Shawn Jordan,Pat Barry,Heavyweight,UFC_161
5,Jake Shields,Tyron Woodley,Welterweight,UFC_161
6,James Krause,Sam Stout,Lightweight,UFC_161
7,Sean Pierson,Kenny Robertson,Welterweight,UFC_161
8,Roland Delorme,Edwin Figueroa,Bantamweight,UFC_161
9,Mitch Clarke,John Maguire,Lightweight,UFC_161
10,Yves Jabouin,Dustin Pague,Bantamweight,UFC_161
