,winner,loser,weight_class,event
0,Junior dos Santos (c),Frank Mir,Heavyweight,UFC_146
1,Cain Velasquez,Ant\xc3\xb4nio Silva,Heavyweight,UFC_146
2,Roy Nelson,Dave Herman,Heavyweight,UFC_146
3,Stipe Miocic,Shane del Rosario,Heavyweight,UFC_146
4,Stefan Struve,Lavar Johnson,Heavyweight,UFC_146
5,Darren Elkins,Diego Brandao,Featherweight,UFC_146
6,Jamie Varner,Edson Barboza,Lightweight,UFC_146
7,C.B. Dollaway,Jason Miller,Middleweight,UFC_146
8,Dan Hardy,Duane Ludwig,Welterweight,UFC_146
9,Paul Sass,Jacob Volkmann,Lightweight,UFC_146
10,Glover Teixeira,Kyle Kingsbury,Light Heavyweight,UFC_146
11,Mike Brown,Daniel Pineda,Featherweight,UFC_146
