,winner,loser,weight_class,event
0,Frank Mir,Mirko Cro Cop,Heavyweight,UFC_119
1,Ryan Bader,Ant\xc3\xb4nio Rog\xc3\xa9rio Nogueira,Light Heavyweight,UFC_119
2,Chris Lytle,Matt Serra,Welterweight,UFC_119
3,Sean Sherk,Evan Dunham,Lightweight,UFC_119
4,Melvin Guillard,Jeremy Stephens,Lightweight,UFC_119
5,C.B. Dollaway,Joe Doerksen,Middleweight,UFC_119
6,Matt Mitrione,Joey Beltran,Heavyweight,UFC_119
7,Thiago Tavares,Pat Audinwood,Lightweight,UFC_119
8,Waylon Lowe,Steve Lopez,Lightweight,UFC_119
9,TJ Grant,Julio Paulino,Welterweight,UFC_119
10,Sean McCorkle,Mark Hunt,Heavyweight,UFC_119
