,winner,loser,weight_class,event
0,Jon Jones (c),Rashad Evans,Light Heavyweight,UFC_145
1,Rory MacDonald,Che Mills,Welterweight,UFC_145
2,Ben Rothwell,Brendan Schaub,Heavyweight,UFC_145
3,Michael McDonald,Miguel Torres,Bantamweight,UFC_145
4,Eddie Yagin,Mark Hominick,Featherweight,UFC_145
5,Mark Bocek,John Alessio,Lightweight,UFC_145
6,Travis Browne,Chad Griggs,Heavyweight,UFC_145
7,Matt Brown,Stephen Thompson,Welterweight,UFC_145
8,Anthony Njokuani,John Makdessi,Lightweight,UFC_145
9,Mac Danzig,Efrain Escudero,Lightweight,UFC_145
10,Chris Clements,Keith Wisniewski,Welterweight,UFC_145
11,Marcus Brimage,Maximo Blanco,Featherweight,UFC_145
