,winner,loser,weight_class,event
0,B.J. Penn (c),Diego Sanchez,Lightweight,UFC_107
1,Frank Mir,Cheick Kongo,Heavyweight,UFC_107
2,Jon Fitch,Mike Pierce,Welterweight,UFC_107
3,Kenny Florian,Clay Guida,Lightweight,UFC_107
4,Stefan Struve,Paul Buentello,Heavyweight,UFC_107
5,Alan Belcher,Wilson Gouveia,Catchweight (195\xc2\xa0lb),UFC_107
6,Matt Wiman,Shane Nelson,Lightweight,UFC_107
7,Johny Hendricks,Ricardo Funch,Welterweight,UFC_107
8,Rousimar Palhares,Lucio Linhares,Middleweight,UFC_107
9,DaMarques Johnson,Edgar Garcia,Welterweight,UFC_107
10,TJ Grant,Kevin Burns,Welterweight,UFC_107
