,winner,loser,weight_class,event
0,Quinton Jackson,Matt Hamill,Light Heavyweight,UFC_130
1,Frank Mir,Roy Nelson,Heavyweight,UFC_130
2,Travis Browne,Stefan Struve,Heavyweight,UFC_130
3,Rick Story,Thiago Alves,Welterweight,UFC_130
4,Brian Stann,Jorge Santiago,Middleweight,UFC_130
5,Demetrious Johnson,Miguel Torres,Bantamweight,UFC_130
6,Tim Boetsch,Kendall Grove,Middleweight,UFC_130
7,Gleison Tibau,Rafaello Oliveira,Lightweight,UFC_130
8,Michael McDonald,Chris Cariaso,Bantamweight,UFC_130
9,Renan Bar\xc3\xa3o,Cole Escovedo,Bantamweight,UFC_130
