,winner,loser,event
0,Roy Nelson,Ant\xc3\xb4nio Rodrigo Nogueira,UFC_Fight_Night_Nogueira_vs_Nelson
1,Clay Guida,Tatsuya Kawajiri,UFC_Fight_Night_Nogueira_vs_Nelson
2,Ryan LaFlare,John Howard,UFC_Fight_Night_Nogueira_vs_Nelson
3,Ramsey Nijem,Beneil Dariush,UFC_Fight_Night_Nogueira_vs_Nelson
4,Jared Rosholt,Daniel Omiela\xc5\x84czuk,UFC_Fight_Night_Nogueira_vs_Nelson
5,Thales Leites,Trevor Smith,UFC_Fight_Night_Nogueira_vs_Nelson
6,Jim Alers,Alan Omer,UFC_Fight_Night_Nogueira_vs_Nelson
7,Rani Yahya,Johnny Bedford,UFC_Fight_Night_Nogueira_vs_Nelson
