,winner,loser,weight_class,event
0,Forrest Griffin,Tito Ortiz,Light Heavyweight,UFC_106
1,Josh Koscheck,Anthony Johnson,Welterweight,UFC_106
2,Paulo Thiago,Jacob Volkmann,Welterweight,UFC_106
3,Ant\xc3\xb4nio Rog\xc3\xa9rio Nogueira,Luiz Can\xc3\xa9,Light Heavyweight,UFC_106
4,Amir Sadollah,Phil Baroni,Welterweight,UFC_106
5,Ben Saunders,Marcus Davis,Welterweight,UFC_106
6,Kendall Grove,Jake Rosholt,Middleweight,UFC_106
7,Brian Foster,Brock Larson,Welterweight,UFC_106
8,Caol Uno,Fabricio Camoes,Lightweight,UFC_106
9,George Sotiropoulos,Jason Dent,Lightweight,UFC_106
