,winner,loser,weight_class,event
0,Anderson Silva (c),Thales Leites,Middleweight,UFC_97
1,Sam Stout,Matt Wiman,Lightweight,UFC_97
2,Maur\xc3\xadcio Rua,Chuck Liddell,Light Heavyweight,UFC_97
3,Krzysztof Soszynski,Brian Stann,Light Heavyweight,UFC_97
4,Cheick Kongo,Antoni Hardonk,Heavyweight,UFC_97
5,Luiz Cane,Steve Cantwell,Light Heavyweight,UFC_97
6,Denis Kang,Xavier Foupa-Pokam,Middleweight,UFC_97
7,Nate Quarry,Jason MacDonald,Middleweight,UFC_97
8,Ed Herman,David Loiseau,Middleweight,UFC_97
9,Mark Bocek,David Bielkheden,Lightweight,UFC_97
10,TJ Grant,Ryo Chonan,Welterweight,UFC_97
11,Eliot Marshall,Vinny Magalh\xc3\xa3es,Light Heavyweight,UFC_97
