,winner,loser,weight_class,event
0,Georges St-Pierre (c),Jon Fitch,Welterweight,UFC_87
1,Brock Lesnar,Heath Herring,Heavyweight,UFC_87
2,Rob Emerson,Manvel Gamburyan,Lightweight,UFC_87
3,Kenny Florian,Roger Huerta,Lightweight,UFC_87
4,Demian Maia,Jason MacDonald,Middleweight,UFC_87
5,Tamdan McCrory,Luke Cummo,Welterweight,UFC_87
6,Cheick Kongo,Dan Evensen,Heavyweight,UFC_87
7,Jon Jones,Andre Gusmao,Light Heavyweight,UFC_87
8,Chris Wilson,Steve Bruno,Welterweight,UFC_87
9, Ben Saunders,Ryan Thomas,Welterweight,UFC_87
