,winner,loser,weight_class,event
0,Anderson Silva (c),Vitor Belfort,Middleweight,UFC_126
1,Forrest Griffin,Rich Franklin,Light Heavyweight,UFC_126
2,Jon Jones,Ryan Bader,Light Heavyweight,UFC_126
3,Jake Ellenberger,Carlos Eduardo Rocha,Welterweight,UFC_126
4,Miguel Torres,Antonio Banuelos,Bantamweight,UFC_126
5,Donald Cerrone,Paul Kelly,Lightweight,UFC_126
6,Chad Mendes,Michihiro Omigawa,Featherweight,UFC_126
7,Demetrious Johnson,Norifumi Yamamoto,Bantamweight,UFC_126
8,Paul Taylor,Gabe Ruediger,Lightweight,UFC_126
9,Kyle Kingsbury,Ricardo Romero,Light Heavyweight,UFC_126
10,Mike Pierce,Kenny Robertson,Welterweight,UFC_126
