,winner,loser,weight_class,event
0,Jon Jones (c),Alexander Gustafsson,Light Heavyweight,UFC_165
1,Renan Bar\xc3\xa3o (ic),Eddie Wineland,Bantamweight,UFC_165
2,Brendan Schaub,Matt Mitrione,Heavyweight,UFC_165
3,Francis Carmont,Costas Philippou,Middleweight,UFC_165
4,Khabib Nurmagomedov,Pat Healy,Lightweight,UFC_165
5,Myles Jury,Mike Ricci,Lightweight,UFC_165
6,Wilson Reis,Ivan Menjivar,Bantamweight,UFC_165
7,Stephen Thompson,Chris Clements,Welterweight,UFC_165
8,Mitch Gagnon,Dustin Kimura,Bantamweight,UFC_165
9,John Makdessi,Ren\xc3\xa9e Forte,Lightweight,UFC_165
10,Michel Prazeres,Jesse Ronson,Lightweight,UFC_165
11,Alex Caceres,Roland Delorme,Bantamweight,UFC_165
12,Daniel Omiela\xc5\x84czuk,Nandor Guelmino,Heavyweight,UFC_165
