,winner,loser,weight_class,event
0,Jos\xc3\xa9 Aldo (c),Chad Mendes,Featherweight,UFC_142
1,Vitor Belfort,Anthony Johnson,Catchweight (197 lbs),UFC_142
2,Rousimar Palhares,Mike Massenzio,Middleweight,UFC_142
3,Carlo Prater,Erick Silva,Welterweight,UFC_142
4,Edson Barboza,Terry Etim,Lightweight,UFC_142
5,Thiago Tavares,Sam Stout,Lightweight,UFC_142
6,Gabriel Gonzaga,Ednaldo Oliveira,Heavyweight,UFC_142
7,Iuri Alc\xc3\xa2ntara,Michihiro Omigawa,Featherweight,UFC_142
8,Mike Pyle,Ricardo Funch,Welterweight,UFC_142
9,Felipe Arantes,Antonio Carvalho,Featherweight,UFC_142
