,winner,loser,weight_class,event
0,Jon Jones (c),Chael Sonnen,Light Heavyweight,UFC_159
1,Michael Bisping,Alan Belcher,Middleweight,UFC_159
2,Roy Nelson,Cheick Kongo,Heavyweight,UFC_159
3,Phil Davis,Vinny Magalhaes,Light Heavyweight,UFC_159
4,Pat Healy,Jim Miller,Lightweight,UFC_159
5,Rustam Khabilov,Yancy Medeiros,Lightweight,UFC_159
6,Ovince Saint Preux,Gian Villante,Light Heavyweight,UFC_159
7,Sara McMann,Sheila Gaff,Women\'s Bantamweight,UFC_159
8,Bryan Caraway,Johnny Bedford,Bantamweight,UFC_159
9,Cody McKenzie,Leonard Garcia,Featherweight,UFC_159
10,Steven Siler,Kurt Holobaugh,Featherweight,UFC_159
